year,state_abbr,state_name,acres_cropland_idled,acres_cropland_used_for_crops,acres_cropland_used_for_pasture,acres_defense_industrial,acres_farmsteads_roads_misc_farmland,acres_forest_use_land,acres_grassland_pasture_range,acres_grazed_forest_use_land,acres_miscellaneous_other_land,acres_rural_parks_wildlife,acres_rural_transportation,acres_special_uses_land,acres_total_cropland,acres_total_land,acres_ungrazed_forest_use_land,acres_urban_areas,blocks_250k_cropland_idled,blocks_250k_cropland_used_for_crops,blocks_250k_cropland_used_for_pasture,blocks_250k_defense_industrial,blocks_250k_farmsteads_roads_misc_farmland,blocks_250k_forest_use_land,blocks_250k_grassland_pasture_range,blocks_250k_grazed_forest_use_land,blocks_250k_miscellaneous_other_land,blocks_250k_rural_parks_wildlife,blocks_250k_rural_transportation,blocks_250k_special_uses_land,blocks_250k_total_cropland,blocks_250k_total_land,blocks_250k_ungrazed_forest_use_land,blocks_250k_urban_areas,share_of_total_land_total_cropland,share_of_total_land_cropland_used_for_crops,share_of_total_land_cropland_used_for_pasture,share_of_total_land_cropland_idled,share_of_total_land_grassland_pasture_range,share_of_total_land_forest_use_land,share_of_total_land_grazed_forest_use_land,share_of_total_land_ungrazed_forest_use_land,share_of_total_land_special_uses_land,share_of_total_land_rural_transportation,share_of_total_land_rural_parks_wildlife,share_of_total_land_defense_industrial,share_of_total_land_farmsteads_roads_misc_farmland,share_of_total_land_urban_areas,share_of_total_land_miscellaneous_other_land
1945,ID,Idaho,800000.0,3467000.0,322000.0,82000.0,221000.0,18797000.0,23386000.0,10158000.0,5533000.0,87000.0,241000.0,631000.0,4589000.0,52997000.0,8639000.0,61000.0,3.2,13.868,1.288,0.328,0.884,75.188,93.544,40.632,22.132,0.348,0.964,2.524,18.356,211.988,34.556,0.244,0.08658980697020587,0.06541879729041267,0.006075815612204464,0.01509519406758873,0.4412702605807876,0.35468045361058176,0.1916712266732079,0.16300922693737382,0.011906334320810612,0.004547427212861105,0.0016416023548502746,0.001547257391927845,0.004170047361171387,0.0011510085476536408,0.10440213596996056
1945,IL,Illinois,865000.0,20568000.0,2150000.0,170000.0,599000.0,3326000.0,3903000.0,1958000.0,2485000.0,35000.0,976000.0,1780000.0,23583000.0,35806000.0,1368000.0,729000.0,3.46,82.272,8.6,0.68,2.396,13.304,15.612,7.832,9.94,0.14,3.904,7.12,94.332,143.224,5.472,2.916,0.6586326314025582,0.5744288666703904,0.06004580237948947,0.024157962352678322,0.10900407752890577,0.09288945986706139,0.05468357258560018,0.03820588728146121,0.04971233871418198,0.02725800145227057,0.0009774898061777355,0.004747807630006144,0.016729039825727533,0.020359716248673408,0.06940177623861922
1945,IN,Indiana,680000.0,11043000.0,1817000.0,243000.0,492000.0,3397000.0,2475000.0,2092000.0,2188000.0,38000.0,459000.0,1232000.0,13540000.0,23171000.0,1305000.0,339000.0,2.72,44.172,7.268,0.972,1.968,13.588,9.9,8.368,8.752,0.152,1.836,4.928,54.16,92.684,5.22,1.356,0.5843511285658798,0.47658711320184716,0.07841698675067973,0.029347028613352897,0.10681455267360063,0.1466056708817056,0.0902852703810798,0.056320400500625784,0.053169910664192306,0.019809244314013204,0.0016399810107461913,0.010487246989771697,0.021233438349661213,0.014630356911656813,0.09442838030296491
1945,KS,Kansas,3386000.0,24163000.0,887000.0,149000.0,554000.0,1101000.0,20315000.0,858000.0,662000.0,34000.0,1115000.0,1852000.0,28436000.0,52552000.0,243000.0,186000.0,13.544,96.652,3.548,0.596,2.216,4.404,81.26,3.432,2.648,0.136,4.46,7.408,113.744,210.208,0.972,0.744,0.5411021464454255,0.4597922058151926,0.016878520322727963,0.06443142030750494,0.38656949307352717,0.020950677424265488,0.016326685949155123,0.004623991475110367,0.03524128482265185,0.021217080225300656,0.0006469782310854011,0.002835286953874258,0.010541939412391536,0.003539351499467194,0.01259704673466281
1945,KY,Kentucky,983000.0,5378000.0,4038000.0,302000.0,490000.0,9684000.0,3684000.0,5738000.0,462000.0,123000.0,357000.0,1272000.0,10399000.0,25670000.0,3946000.0,169000.0,3.932,21.512,16.152,1.208,1.96,38.736,14.736,22.952,1.848,0.492,1.428,5.088,41.596,102.68,15.784,0.676,0.40510323334631865,0.2095052590572653,0.15730424620179198,0.03829372808726139,0.14351382937280874,0.37724970783015194,0.2235294117647059,0.15372029606544604,0.04955200623295676,0.01390728476821192,0.004791585508375535,0.011764705882352941,0.019088430074016362,0.0065835605765485,0.017997662641215426
1945,LA,Louisiana,519000.0,3584000.0,1032000.0,369000.0,215000.0,15836000.0,1503000.0,14462000.0,5105000.0,232000.0,179000.0,995000.0,5135000.0,28913000.0,1374000.0,339000.0,2.076,14.336,4.128,1.476,0.86,63.344,6.012,57.848,20.42,0.928,0.716,3.98,20.54,115.652,5.496,1.356,0.17760177082973058,0.12395808113997164,0.03569328675682219,0.017950402932936742,0.051983536817348595,0.5477121018227095,0.5001902258499636,0.047521875972745826,0.034413585584339226,0.006190986753363539,0.00802407221664995,0.012762425206654446,0.00743610140767129,0.011724829661397988,0.1765641752844741
1945,MA,Massachusetts,37000.0,589000.0,77000.0,31000.0,79000.0,3242000.0,247000.0,628000.0,135000.0,21000.0,146000.0,277000.0,703000.0,5060000.0,2614000.0,456000.0,0.148,2.356,0.308,0.124,0.316,12.968,0.988,2.512,0.54,0.084,0.584,1.108,2.812,20.24,10.456,1.824,0.13893280632411067,0.11640316205533596,0.015217391304347827,0.007312252964426878,0.04881422924901186,0.6407114624505929,0.1241106719367589,0.516600790513834,0.05474308300395257,0.028853754940711462,0.004150197628458498,0.006126482213438735,0.015612648221343874,0.09011857707509881,0.0266798418972332
1945,MD,Maryland,211000.0,1758000.0,394000.0,122000.0,97000.0,2656000.0,472000.0,397000.0,364000.0,30000.0,87000.0,336000.0,2364000.0,6328000.0,2259000.0,136000.0,0.844,7.032,1.576,0.488,0.388,10.624,1.888,1.588,1.456,0.12,0.348,1.344,9.456,25.312,9.036,0.544,0.37357774968394436,0.2778128950695322,0.06226295828065739,0.033343868520859674,0.07458912768647281,0.4197218710493047,0.0627370417193426,0.35698482932996206,0.05309734513274336,0.013748419721871049,0.004740834386852086,0.019279393173198482,0.015328697850821745,0.021491782553729456,0.05752212389380531
1945,ME,Maine,85000.0,1331000.0,74000.0,11000.0,91000.0,16751000.0,439000.0,992000.0,640000.0,182000.0,165000.0,449000.0,1490000.0,19866000.0,15759000.0,97000.0,0.34,5.324,0.296,0.044,0.364,67.004,1.756,3.968,2.56,0.728,0.66,1.796,5.96,79.464,63.036,0.388,0.07500251686298198,0.06699889258028793,0.003724957213329306,0.004278667069364744,0.02209805698177791,0.843199436222692,0.04993456156246854,0.7932648746602236,0.022601429578173765,0.008305647840531562,0.009161381254404511,0.0005537098560354374,0.0045806906272022555,0.004882714185039766,0.03221584616933454
1945,MI,Michigan,791000.0,8633000.0,1786000.0,45000.0,527000.0,18821000.0,2287000.0,3747000.0,1733000.0,365000.0,853000.0,1790000.0,11210000.0,36494000.0,15074000.0,653000.0,3.164,34.532,7.144,0.18,2.108,75.284,9.148,14.988,6.932,1.46,3.412,7.16,44.84,145.976,60.296,2.612,0.30717378199156026,0.23655943442757713,0.048939551707129936,0.021674795856853182,0.06266783580862607,0.5157286129226722,0.10267441223214775,0.41305420069052445,0.04904915876582452,0.02337370526661917,0.01000164410588042,0.0012330794103140243,0.014440729983010906,0.017893352331890173,0.047487258179426756
1945,MN,Minnesota,1078000.0,19898000.0,1316000.0,233000.0,634000.0,19656000.0,3825000.0,5270000.0,2818000.0,195000.0,1099000.0,2161000.0,22292000.0,51206000.0,14386000.0,454000.0,4.312,79.592,5.264,0.932,2.536,78.624,15.3,21.08,11.272,0.78,4.396,8.644,89.168,204.824,57.544,1.816,0.4353396086396125,0.3885872749287193,0.02570011326797641,0.021052220442916846,0.07469827754560013,0.38386126625786043,0.10291762684060461,0.2809436394172558,0.04220208569308284,0.021462328633363278,0.003808147482716869,0.004550248017810413,0.012381361559192281,0.008866148498222865,0.055032613365621215
1945,MO,Missouri,642000.0,13299000.0,2916000.0,268000.0,603000.0,15187000.0,9637000.0,9674000.0,718000.0,75000.0,638000.0,1584000.0,16857000.0,44333000.0,5513000.0,350000.0,2.568,53.196,11.664,1.072,2.412,60.748,38.548,38.696,2.872,0.3,2.552,6.336,67.428,177.332,22.052,1.4,0.38023594162362123,0.29997969909548194,0.06577493063857623,0.01448131188956308,0.2173775742674757,0.34256648546229673,0.2182121670087745,0.12435431845352221,0.035729591951819184,0.014391085647260505,0.0016917420431732568,0.006045158234272438,0.013601606027112986,0.007894796201475198,0.01619561049331198
1945,MS,Mississippi,850000.0,6586000.0,849000.0,295000.0,378000.0,15640000.0,3384000.0,12462000.0,1826000.0,64000.0,319000.0,1056000.0,8285000.0,30349000.0,3178000.0,158000.0,3.4,26.344,3.396,1.18,1.512,62.56,13.536,49.848,7.304,0.256,1.276,4.224,33.14,121.396,12.712,0.632,0.2729908728458928,0.21700879765395895,0.027974562588553166,0.02800751260338067,0.11150285017628257,0.5153382319022044,0.41062308478038817,0.1047151471218162,0.034795215657847045,0.010511054729974628,0.002108800948960427,0.009720254374114468,0.012455105604797522,0.005206102342746054,0.06016672707502718
1945,MT,Montana,3162000.0,7757000.0,400000.0,713000.0,192000.0,23536000.0,53386000.0,11190000.0,2595000.0,1234000.0,618000.0,2757000.0,11319000.0,93642000.0,12346000.0,49000.0,12.648,31.028,1.6,2.852,0.768,94.144,213.544,44.76,10.38,4.936,2.472,11.028,45.276,374.568,49.384,0.196,0.1208752482860255,0.08283676128233058,0.004271587535507572,0.03376689946818735,0.570107430426518,0.2513402105892655,0.11949766130582432,0.1318425492834412,0.029441917088485935,0.006599602742359198,0.013177847547040858,0.007614104782042246,0.0020503620170436343,0.0005232694730996775,0.02771192413660537
1945,NC,North Carolina,906000.0,6170000.0,526000.0,292000.0,307000.0,18164000.0,1099000.0,11716000.0,2813000.0,341000.0,492000.0,1432000.0,7602000.0,31451000.0,6448000.0,341000.0,3.624,24.68,2.104,1.168,1.228,72.656,4.396,46.864,11.252,1.364,1.968,5.728,30.408,125.804,25.792,1.364,0.24170932561762742,0.1961781819338018,0.016724428476042098,0.028806715207783537,0.03494324504785221,0.5775333057772408,0.37251597723442814,0.20501732854281263,0.04553114368382563,0.01564338176846523,0.010842262567167976,0.009284283488601316,0.00976121585959111,0.010842262567167976,0.08944071730628597
1945,ND,North Dakota,3030000.0,21363000.0,710000.0,1000.0,394000.0,557000.0,14425000.0,451000.0,2998000.0,232000.0,1081000.0,1708000.0,25103000.0,44835000.0,106000.0,44000.0,12.12,85.452,2.84,0.004,1.576,2.228,57.7,1.804,11.992,0.928,4.324,6.832,100.412,179.34,0.424,0.176,0.5598974015835843,0.47648042823686854,0.015835842533734806,0.06758113081298094,0.32173525147764026,0.012423329987732799,0.010059105609456897,0.0023642243782759005,0.0380952380952381,0.02411062785770046,0.005174528827924613,2.230400356864057e-05,0.008787777406044386,0.0009813761570201852,0.06686740269878443
1945,NE,Nebraska,1640000.0,20846000.0,942000.0,131000.0,443000.0,892000.0,22373000.0,706000.0,591000.0,136000.0,924000.0,1634000.0,23428000.0,49058000.0,186000.0,140000.0,6.56,83.384,3.768,0.524,1.772,3.568,89.492,2.824,2.364,0.544,3.696,6.536,93.712,196.232,0.744,0.56,0.47755717721880225,0.42492559827143384,0.01920176118064332,0.0334298177667251,0.45605202005789064,0.018182559419462677,0.014391128867870683,0.003791430551591993,0.033307513555383424,0.01883484854661829,0.00277222879041135,0.0026703086142932857,0.0090301276040605,0.002853764931305801,0.012046964817155205
1945,NH,New Hampshire,18000.0,443000.0,48000.0,5000.0,32000.0,4775000.0,231000.0,945000.0,41000.0,36000.0,85000.0,158000.0,509000.0,5775000.0,3830000.0,61000.0,0.072,1.772,0.192,0.02,0.128,19.1,0.924,3.78,0.164,0.144,0.34,0.632,2.036,23.1,15.32,0.244,0.08813852813852814,0.07670995670995671,0.008311688311688312,0.003116883116883117,0.04,0.8268398268398268,0.16363636363636364,0.6632034632034632,0.02735930735930736,0.01471861471861472,0.006233766233766234,0.0008658008658008658,0.005541125541125541,0.010562770562770564,0.0070995670995670996
1945,NJ,New Jersey,89000.0,931000.0,116000.0,73000.0,65000.0,2294000.0,176000.0,56000.0,172000.0,22000.0,113000.0,273000.0,1136000.0,4814000.0,2238000.0,763000.0,0.356,3.724,0.464,0.292,0.26,9.176,0.704,0.224,0.688,0.088,0.452,1.092,4.544,19.256,8.952,3.052,0.23597839634399667,0.19339426672206064,0.024096385542168676,0.018487744079767346,0.036560033236393855,0.47652679684254257,0.011632737847943497,0.46489405899459907,0.056709597008724556,0.023473203157457417,0.004570004154549232,0.015164104694640631,0.013502285002077275,0.15849605317823015,0.03572912339011217
1945,NM,New Mexico,240000.0,2127000.0,135000.0,2060000.0,255000.0,19968000.0,50417000.0,16743000.0,1805000.0,310000.0,333000.0,2958000.0,2502000.0,77767000.0,3225000.0,117000.0,0.96,8.508,0.54,8.24,1.02,79.872,201.668,66.972,7.22,1.24,1.332,11.832,10.008,311.068,12.9,0.468,0.03217302969125722,0.027350932914989648,0.0017359548394563246,0.0030861419368112437,0.6483084084508853,0.2567670091426955,0.2152969768667944,0.04147003227590109,0.03803669937119858,0.004282021937325601,0.00398626666838119,0.026489384957629845,0.0032790258078619467,0.0015044941941954814,0.023210359149767896
1945,NV,Nevada,20000.0,490000.0,36000.0,3628000.0,62000.0,4708000.0,53714000.0,2445000.0,4951000.0,2367000.0,270000.0,6327000.0,546000.0,70273000.0,2263000.0,27000.0,0.08,1.96,0.144,14.512,0.248,18.832,214.856,9.78,19.804,9.468,1.08,25.308,2.184,281.092,9.052,0.108,0.007769698177109274,0.006972806056380117,0.0005122877918973148,0.0002846043288318415,0.7643618459436768,0.06699585900701549,0.03479287919969263,0.03220297980732287,0.09003457942595307,0.003842158439229861,0.03368292231724845,0.051627225250096054,0.0008822734193787088,0.00038421584392298605,0.07045380160232237
1945,NY,New York,578000.0,7084000.0,705000.0,174000.0,314000.0,10881000.0,4549000.0,2362000.0,2459000.0,2374000.0,473000.0,3335000.0,8367000.0,30675000.0,8519000.0,1084000.0,2.312,28.336,2.82,0.696,1.256,43.524,18.196,9.448,9.836,9.496,1.892,13.34,33.468,122.7,34.076,4.336,0.2727628361858191,0.23093724531377344,0.022982885085574573,0.018842705786471067,0.14829665851670742,0.354718826405868,0.07700081499592502,0.27771801140994296,0.10872045639771802,0.015419722901385493,0.0773920130399348,0.005672371638141809,0.010236348818255908,0.035338223308883455,0.08016299918500408
1945,OH,Ohio,516000.0,10919000.0,1867000.0,90000.0,521000.0,4820000.0,4552000.0,2520000.0,1684000.0,20000.0,509000.0,1140000.0,13302000.0,26318000.0,2300000.0,820000.0,2.064,43.676,7.468,0.36,2.084,19.28,18.208,10.08,6.736,0.08,2.036,4.56,53.208,105.272,9.2,3.28,0.505433543582339,0.4148871494794437,0.07094004103655292,0.019606353066342428,0.17296147123641614,0.1831446158522684,0.0957519568356258,0.0873926590166426,0.04331636142564024,0.01934037540846569,0.0007599361653621095,0.003419712744129493,0.019796337107682953,0.031157382779846494,0.06398662512348963
1945,OK,Oklahoma,850000.0,14354000.0,1759000.0,256000.0,541000.0,10581000.0,14347000.0,8882000.0,767000.0,112000.0,584000.0,1493000.0,16963000.0,44341000.0,1699000.0,190000.0,3.4,57.416,7.036,1.024,2.164,42.324,57.388,35.528,3.068,0.448,2.336,5.972,67.852,177.364,6.796,0.76,0.38255790352044383,0.323718454703322,0.03966983153289281,0.019169617284229043,0.3235605872668636,0.23862790645226764,0.2003112243747322,0.03831668207753546,0.03367086894747525,0.013170654698811483,0.0025258789833337092,0.005773437676191336,0.012200897589138721,0.0042849732752982565,0.017297760537651384
1945,OR,Oregon,1040000.0,3303000.0,566000.0,308000.0,217000.0,29387000.0,25176000.0,14237000.0,835000.0,342000.0,344000.0,1211000.0,4909000.0,61664000.0,15150000.0,146000.0,4.16,13.212,2.264,1.232,0.868,117.548,100.704,56.948,3.34,1.368,1.376,4.844,19.636,246.656,60.6,0.584,0.07960884795018162,0.05356447846393358,0.009178775298391282,0.016865594187856773,0.4082771146860405,0.4765665542293721,0.2308802542812662,0.24568629994810587,0.019638687078360147,0.005578619615983394,0.005546185781006747,0.004994810586403736,0.0035190710949662687,0.0023676699532952775,0.013541126102750389
1945,PA,Pennsylvania,709000.0,6664000.0,628000.0,77000.0,334000.0,15165000.0,2638000.0,1817000.0,959000.0,106000.0,636000.0,1153000.0,8001000.0,28829000.0,13348000.0,913000.0,2.836,26.656,2.512,0.308,1.336,60.66,10.552,7.268,3.836,0.424,2.544,4.612,32.004,115.316,53.392,3.652,0.2775330396475771,0.23115612751049291,0.021783620659752333,0.024593291477331854,0.09150508168857747,0.5260328141801658,0.06302681327829616,0.46300600090186966,0.039994450032952926,0.022061119012105865,0.0036768531686843108,0.002670921641402754,0.011585556210759998,0.03166949946234694,0.03326511498837976
1945,RI,Rhode Island,8000.0,63000.0,10000.0,6000.0,9000.0,393000.0,41000.0,18000.0,21000.0,7000.0,22000.0,44000.0,81000.0,677000.0,375000.0,97000.0,0.032,0.252,0.04,0.024,0.036,1.572,0.164,0.072,0.084,0.028,0.088,0.176,0.324,2.708,1.5,0.388,0.11964549483013294,0.0930576070901034,0.014771048744460856,0.011816838995568686,0.060561299852289516,0.5805022156573116,0.026587887740029542,0.5539143279172821,0.06499261447562776,0.03249630723781388,0.0103397341211226,0.008862629246676515,0.013293943870014771,0.1432791728212703,0.0310192023633678
1945,SC,South Carolina,776000.0,4173000.0,238000.0,198000.0,165000.0,10459000.0,629000.0,4710000.0,2332000.0,126000.0,292000.0,781000.0,5187000.0,19580000.0,5749000.0,192000.0,3.104,16.692,0.952,0.792,0.66,41.836,2.516,18.84,9.328,0.504,1.168,3.124,20.748,78.32,22.996,0.768,0.2649131767109295,0.21312563840653728,0.012155260469867212,0.039632277834525026,0.03212461695607763,0.5341675178753831,0.24055158324821246,0.29361593462717056,0.039887640449438204,0.01491317671092952,0.0064351378958120535,0.010112359550561797,0.008426966292134831,0.009805924412665985,0.11910112359550562
1945,SD,South Dakota,624000.0,17238000.0,641000.0,322000.0,371000.0,1545000.0,25182000.0,1322000.0,1757000.0,318000.0,920000.0,1931000.0,18503000.0,48983000.0,223000.0,65000.0,2.496,68.952,2.564,1.288,1.484,6.18,100.728,5.288,7.028,1.272,3.68,7.724,74.012,195.932,0.892,0.26,0.3777432986954658,0.35191801237163917,0.013086172753812547,0.012739113570014086,0.5140967274360493,0.031541555233448336,0.026988955351856768,0.004552599881591572,0.03942184023028398,0.01878202641732846,0.006492048261641794,0.0065737092460649614,0.0075740563052487594,0.0013269909968764673,0.0358695874078762
1945,TN,Tennessee,1089000.0,5924000.0,2260000.0,124000.0,690000.0,11899000.0,2447000.0,6980000.0,1503000.0,361000.0,327000.0,1502000.0,9273000.0,26855000.0,4919000.0,231000.0,4.356,23.696,9.04,0.496,2.76,47.596,9.788,27.92,6.012,1.444,1.308,6.008,37.092,107.42,19.676,0.924,0.3452988270340719,0.22059206851610502,0.08415565071681251,0.04055110780115435,0.09111897225842487,0.44308322472537703,0.25991435486873954,0.1831688698566375,0.05592999441444796,0.012176503444423756,0.013442561906535096,0.004617389685347235,0.025693539378141873,0.0086017501396388,0.05596723142803947
1945,TX,Texas,1978000.0,28263000.0,4619000.0,773000.0,794000.0,35737000.0,90739000.0,33488000.0,3155000.0,790000.0,1151000.0,3508000.0,34860000.0,168732000.0,2249000.0,733000.0,7.912,113.052,18.476,3.092,3.176,142.948,362.956,133.952,12.62,3.16,4.604,14.032,139.44,674.928,8.996,2.932,0.20659981509138753,0.16750231135765592,0.027374771827513453,0.011722731906218144,0.5377699547210961,0.21179740653817888,0.19846857738899557,0.01332882914918332,0.020790365787165446,0.006821468364032904,0.004681980892776711,0.00458122940521063,0.004705687125145201,0.004344167081525733,0.01869829078064623
