year,state_fips,state_abbr,state_name,observed_majority_cell_count,observed_majority_area_km2,rasterized_state_area_km2,state_land_area_km2,observed_majority_share_state_area,majority_dominant_code,majority_dominant_label,majority_dominant_slug,majority_dominant_cell_count,majority_dominant_area_km2,majority_dominant_share_observed,majority_dominant_share_state_area,majority_cells_agriculture,majority_cells_commercial,majority_cells_governmental,majority_cells_industrial,majority_cells_no_classified_land_use_record,majority_cells_recreational,majority_cells_residential_income,majority_cells_residential_owned,majority_cells_vacant_land,majority_area_km2_agriculture,majority_area_km2_commercial,majority_area_km2_governmental,majority_area_km2_industrial,majority_area_km2_no_classified_land_use_record,majority_area_km2_recreational,majority_area_km2_residential_income,majority_area_km2_residential_owned,majority_area_km2_vacant_land,majority_share_observed_agriculture,majority_share_observed_commercial,majority_share_observed_governmental,majority_share_observed_industrial,majority_share_observed_recreational,majority_share_observed_residential_income,majority_share_observed_residential_owned,majority_share_observed_vacant_land,majority_share_state_area_agriculture,majority_share_state_area_commercial,majority_share_state_area_governmental,majority_share_state_area_industrial,majority_share_state_area_no_classified_land_use_record,majority_share_state_area_recreational,majority_share_state_area_residential_income,majority_share_state_area_residential_owned,majority_share_state_area_vacant_land,cumulative_through_year,total_property_record_count,counts_dominant_code,counts_dominant_label,counts_dominant_slug,counts_dominant_record_count,counts_dominant_record_share,counts_dominant_occupied_cell_count,counts_dominant_occupied_area_km2,record_count_agriculture,record_count_commercial,record_count_governmental,record_count_industrial,record_count_recreational,record_count_residential_income,record_count_residential_owned,record_count_vacant_land,record_share_agriculture,record_share_commercial,record_share_governmental,record_share_industrial,record_share_recreational,record_share_residential_income,record_share_residential_owned,record_share_vacant_land,occupied_cells_agriculture,occupied_cells_commercial,occupied_cells_governmental,occupied_cells_industrial,occupied_cells_recreational,occupied_cells_residential_income,occupied_cells_residential_owned,occupied_cells_vacant_land,occupied_area_km2_agriculture,occupied_area_km2_commercial,occupied_area_km2_governmental,occupied_area_km2_industrial,occupied_area_km2_recreational,occupied_area_km2_residential_income,occupied_area_km2_residential_owned,occupied_area_km2_vacant_land,records_per_occupied_cell_agriculture,records_per_occupied_cell_commercial,records_per_occupied_cell_governmental,records_per_occupied_cell_industrial,records_per_occupied_cell_recreational,records_per_occupied_cell_residential_income,records_per_occupied_cell_residential_owned,records_per_occupied_cell_vacant_land,property_records_per_observed_majority_km2
1950,55,WI,Wisconsin,21183,1323.9375,145339.375,140292.246684,0.009109283014324232,RO,Residential-Owned,residential_owned,13206,825.375,0.6234244441297266,0.005678949699625445,636.0,3762.0,426.0,86.0,2304247.0,70.0,2384.0,13206.0,613.0,39.75,235.125,26.625,5.375,144015.4375,4.375,149.0,825.375,38.3125,0.030024075909927773,0.17759524146721428,0.0201104659396686,0.004059859321153755,0.0033045366567530567,0.11254307699570411,0.6234244441297266,0.028938299579851768,0.00027349780470708643,0.0016177653165221056,0.0001831919257943692,3.698240755473181e-05,0.9908907169856758,3.0101959637572405e-05,0.0010251867396567516,0.005678949699625445,0.0002636071608261698,1954,747712,RO,Residential-Owned,residential_owned,588652,0.7872710348369426,19153,1197.0625,2102.0,35780.0,905.0,333.0,189.0,118484.0,588652.0,1267.0,0.002811242831464521,0.04785264914833519,0.0012103590687323462,0.00044535864076007876,0.000252771120431396,0.15846208165710862,0.7872710348369426,0.0016945026962252845,708.0,4915.0,530.0,128.0,94.0,4722.0,19153.0,744.0,44.25,307.1875,33.125,8.0,5.875,295.125,1197.0625,46.5,2.968926553672316,7.279755849440488,1.7075471698113207,2.6015625,2.0106382978723403,25.09191020753918,30.73419307680259,1.7029569892473118,564.7638200443752
1950,56,WY,Wyoming,15783,986.4375,253325.125,251458.712277,0.0038939584062180964,RO,Residential-Owned,residential_owned,12752,797.0,0.8079579294177279,0.0031461545711267288,255.0,2101.0,19.0,29.0,4037419.0,84.0,440.0,12752.0,103.0,15.9375,131.3125,1.1875,1.8125,252338.6875,5.25,27.5,797.0,6.4375,0.01615662421592853,0.13311791167712095,0.0012038269023633022,0.0018374200088703036,0.00532218209465881,0.027878096686308054,0.8079579294177279,0.006526008997022112,6.291322268172176e-05,0.0005183556111933232,4.6876518860890725e-06,7.1548370892938474e-06,0.9961060415937819,2.072435570692011e-05,0.0001085561489410101,0.0031461545711267288,2.5412007593009182e-05,1954,107763,RO,Residential-Owned,residential_owned,93146,0.8643597524196617,15248,953.0,434.0,10994.0,54.0,79.0,264.0,2598.0,93146.0,194.0,0.00402735632823882,0.1020201739001327,0.000501099635310821,0.0007330902072139789,0.002449820439297347,0.024108460232176165,0.8643597524196617,0.001800246837968505,277.0,2593.0,29.0,41.0,109.0,697.0,15248.0,178.0,17.3125,162.0625,1.8125,2.5625,6.8125,43.5625,953.0,11.125,1.5667870036101084,4.239876590821442,1.8620689655172413,1.9268292682926829,2.4220183486238533,3.727403156384505,6.108735571878279,1.0898876404494382,109.24463029842235
1955,01,AL,Alabama,124773,7798.3125,133891.25,131175.460655,0.05824363055838227,RO,Residential-Owned,residential_owned,95229,5951.8125,0.7632180038950734,0.04445258745437062,486.0,22132.0,341.0,64.0,2017487.0,303.0,2342.0,95229.0,3876.0,30.375,1383.25,21.3125,4.0,126092.9375,18.9375,146.375,5951.8125,242.25,0.0038950734533913585,0.1773781186634929,0.0027329630609186284,0.0005129314835741707,0.0024284099925464646,0.01877008647704231,0.7632180038950734,0.031064412973960714,0.0002268632192170885,0.010331145612577372,0.00015917769084985016,2.987499183105692e-05,0.9417563694416178,0.0001414394144501601,0.0010932379823177392,0.04445258745437062,0.0018093041927683849,1959,759011,RO,Residential-Owned,residential_owned,678011,0.8932821790461535,121001,7562.5625,745.0,58641.0,877.0,137.0,520.0,13186.0,678011.0,6894.0,0.0009815404519829094,0.0772597498586977,0.0011554509750188074,0.00018049804284786387,0.0006851020604444468,0.0173726072481163,0.8932821790461535,0.009082872316738492,526.0,24733.0,560.0,88.0,367.0,3634.0,121001.0,5609.0,32.875,1545.8125,35.0,5.5,22.9375,227.125,7562.5625,350.5625,1.4163498098859315,2.3709618728015203,1.5660714285714286,1.5568181818181819,1.4168937329700273,3.6285085305448543,5.603350385534004,1.229096095560706,97.33015956977871
1955,04,AZ,Arizona,18891,1180.6875,295234.5625,294360.991275,0.003999150675321085,C,Commercial,commercial,9656,603.5,0.5111428722672172,0.0020441373628130007,550.0,9656.0,578.0,165.0,4704862.0,137.0,1034.0,6516.0,255.0,34.375,603.5,36.125,10.3125,294053.875,8.5625,64.625,407.25,15.9375,0.029114393097242074,0.5111428722672172,0.030596580382192578,0.008734317929172623,0.0072521306442221165,0.0547350590228151,0.34492615531205334,0.013498491345084962,0.00011643284481639917,0.0020441373628130007,0.0001223603350979613,3.4929853444919747e-05,0.9960008493246789,2.900236316335761e-05,0.00021889374825483042,0.0013794116669521034,5.398250077851234e-05,1959,351821,RO,Residential-Owned,residential_owned,207849,0.5907805389672589,17287,1080.4375,1691.0,123748.0,1718.0,679.0,586.0,14917.0,207849.0,633.0,0.00480642144727006,0.35173568377100856,0.004883165018574787,0.0019299587005892202,0.0016656197327618305,0.04239940196861472,0.5907805389672589,0.001799210393921909,646.0,11151.0,825.0,233.0,180.0,1935.0,17287.0,417.0,40.375,696.9375,51.5625,14.5625,11.25,120.9375,1080.4375,26.0625,2.6176470588235294,11.097480046632588,2.0824242424242425,2.9141630901287554,3.2555555555555555,7.709043927648579,12.023428009486897,1.5179856115107915,297.97977873061245
1955,05,AR,Arkansas,44599,2787.4375,137782.4375,134660.850501,0.020230716995408068,RO,Residential-Owned,residential_owned,39247,2452.9375,0.879997309356712,0.017802976522316206,15.0,3432.0,61.0,14.0,2159920.0,83.0,1223.0,39247.0,524.0,0.9375,214.5,3.8125,0.875,134995.0,5.1875,76.4375,2452.9375,32.75,0.00033633041099576224,0.0769523980358304,0.0013677436713827665,0.00031390838359604474,0.001861028274176551,0.02742213950985448,0.879997309356712,0.011749142357451961,6.804205361804548e-06,0.0015568021867808806,2.767043513800516e-05,6.350591671017578e-06,0.979769283004592,3.7649936335318496e-05,0.0005547695438324642,0.017802976522316206,0.0002376935739723722,1959,222826,RO,Residential-Owned,residential_owned,204885,0.9194842612621508,43723,2732.6875,45.0,11316.0,146.0,26.0,148.0,5368.0,204885.0,892.0,0.00020195129832245787,0.05078401981815407,0.0006552197678906411,0.00011668297236408678,0.0006641953811494171,0.02409054598655453,0.9194842612621508,0.004003123513414054,18.0,3960.0,93.0,17.0,103.0,1636.0,43723.0,753.0,1.125,247.5,5.8125,1.0625,6.4375,102.25,2732.6875,47.0625,2.5,2.8575757575757574,1.5698924731182795,1.5294117647058822,1.4368932038834952,3.2811735941320292,4.685977631909979,1.1845949535192564,79.93937083791117
1955,06,CA,California,193375,12085.9375,409818.125,403671.196038,0.029490978467582418,RO,Residential-Owned,residential_owned,75257,4703.5625,0.3891764705882353,0.011477194914207369,3931.0,70352.0,1286.0,1081.0,6363715.0,1188.0,35741.0,75257.0,4539.0,245.6875,4397.0,80.375,67.5625,397732.1875,74.25,2233.8125,4703.5625,283.6875,0.020328377504848092,0.36381124757595346,0.0066502908855850034,0.005590174531351002,0.006143503555268261,0.18482740788623142,0.3891764705882353,0.023472527472527472,0.0005995037432763619,0.01072914966852674,0.00019612358530994695,0.00016485971673410002,0.9705090215324176,0.00018117793106393234,0.005450741106191924,0.011477194914207369,0.0006922278022720445,1959,5821972,RO,Residential-Owned,residential_owned,3527146,0.6058335560528288,177124,11070.25,9782.0,1820135.0,4427.0,3264.0,2335.0,447478.0,3527146.0,7405.0,0.0016801867133679105,0.3126320428885608,0.0007603952750030402,0.0005606347814795399,0.000401066855010639,0.07686021162588896,0.6058335560528288,0.001271905807860292,4369.0,105058.0,1940.0,1464.0,1504.0,50631.0,177124.0,6136.0,273.0625,6566.125,121.25,91.5,94.0,3164.4375,11070.25,383.5,2.238956282902266,17.325049020541034,2.281958762886598,2.2295081967213113,1.5525265957446808,8.838024135411112,19.913427881032497,1.2068122555410692,481.7145546218487
1955,08,CO,Colorado,53431,3339.4375,269598.0,268418.746964,0.01238672950096069,RO,Residential-Owned,residential_owned,36671,2291.9375,0.6863244184087889,0.008501314920733834,2194.0,9123.0,849.0,217.0,4260137.0,356.0,2712.0,36671.0,1309.0,137.125,570.1875,53.0625,13.5625,266258.5625,22.25,169.5,2291.9375,81.8125,0.04106230465460126,0.17074357582676722,0.015889652074638317,0.004061312721079523,0.006662798749789448,0.05075705115008141,0.6863244184087889,0.024498886414253896,0.0005086276604425848,0.0021149544877929363,0.0001968208221129237,5.030638209482266e-05,0.9876132704990394,8.253028583298095e-05,0.0006287138628624842,0.008501314920733834,0.0003034610790881238,1959,735307,RO,Residential-Owned,residential_owned,645782,0.8782481330927082,49517,3094.8125,5341.0,51889.0,2989.0,580.0,894.0,24676.0,645782.0,3156.0,0.007263632741154375,0.07056780365208001,0.004064968781746944,0.0007887861804661183,0.001215818698856396,0.03355877205031368,0.8782481330927082,0.004292084802674257,2390.0,11860.0,1280.0,295.0,458.0,4435.0,49517.0,1854.0,149.375,741.25,80.0,18.4375,28.625,277.1875,3094.8125,115.875,2.2347280334728032,4.37512647554806,2.33515625,1.9661016949152543,1.9519650655021834,5.563923337091319,13.04162206918836,1.7022653721682848,220.18887911512044
1955,09,CT,Connecticut,67218,4201.125,12924.5,12541.688516,0.3250512592363341,RO,Residential-Owned,residential_owned,33779,2111.1875,0.5025290844714213,0.16334771171031762,630.0,19579.0,1841.0,14.0,139574.0,93.0,9898.0,33779.0,1384.0,39.375,1223.6875,115.0625,0.875,8723.375,5.8125,618.625,2111.1875,86.5,0.009372489511737928,0.29127614627034426,0.027388497128745276,0.00020827754470528726,0.0013835579755422656,0.1472522241066381,0.5025290844714213,0.020589722990865544,0.0030465395179697474,0.09467967813068204,0.008902665480289373,6.77008781771055e-05,0.674948740763666,0.0004497272621764865,0.04786452087121359,0.16334771171031762,0.006692715385508144,1959,1008685,RO,Residential-Owned,residential_owned,694178,0.6882009745361535,64005,4000.3125,1023.0,163834.0,6340.0,45.0,401.0,140333.0,694178.0,2531.0,0.0010141917446973038,0.16242335317765208,0.006285411203695901,4.461254008932422e-05,0.0003975473016848669,0.13912470196344745,0.6882009745361535,0.0025092075325795467,685.0,25810.0,2994.0,18.0,128.0,16062.0,64005.0,1930.0,42.8125,1613.125,187.125,1.125,8.0,1003.875,4000.3125,120.625,1.4934306569343065,6.347694691979853,2.117568470273881,2.5,3.1328125,8.736956792429336,10.845683930942895,1.3113989637305699,240.09878306406023
1955,10,DE,Delaware,9181,573.8125,5207.0625,5046.731558,0.11019888852880103,RO,Residential-Owned,residential_owned,8121,507.5625,0.8845441673020368,0.09747578409131828,41.0,509.0,26.0,0.0,74132.0,0.0,333.0,8121.0,151.0,2.5625,31.8125,1.625,0.0,4633.25,0.0,20.8125,507.5625,9.4375,0.004465744472279708,0.0554405838143993,0.0028319355190066444,0.0,0.0,0.03627055876266202,0.8845441673020368,0.01644701012961551,0.000492120077298861,0.0061094907157346395,0.00031207614657976547,0.0,0.889801111471199,0.0,0.003996975261963919,0.09747578409131828,0.001812442235905561,1959,147627,RO,Residential-Owned,residential_owned,141311,0.957216498337025,9064,566.5,75.0,2354.0,51.0,0.0,0.0,3627.0,141311.0,209.0,0.0005080371476762381,0.015945592608398194,0.0003454652604198419,0.0,0.0,0.024568676461622873,0.957216498337025,0.0014157301848577834,43.0,592.0,34.0,0.0,0.0,486.0,9064.0,184.0,2.6875,37.0,2.125,0.0,0.0,30.375,566.5,11.5,1.744186046511628,3.9763513513513513,1.5,0.0,0.0,7.462962962962963,15.590357458075905,1.1358695652173914,257.27393530116547
1955,11,DC,District of Columbia,1904,119.0,176.75,158.316124,0.6732673267326733,RO,Residential-Owned,residential_owned,543,33.9375,0.2851890756302521,0.192008486562942,0.0,517.0,250.0,2.0,924.0,60.0,421.0,543.0,111.0,0.0,32.3125,15.625,0.125,57.75,3.75,26.3125,33.9375,6.9375,0.0,0.27153361344537813,0.13130252100840337,0.0010504201680672268,0.031512605042016806,0.22111344537815125,0.2851890756302521,0.058298319327731093,0.0,0.18281471004243283,0.0884016973125884,0.0007072135785007072,0.32673267326732675,0.021216407355021217,0.14886845827439887,0.192008486562942,0.03925035360678925,1959,208394,RO,Residential-Owned,residential_owned,176539,0.8471405126827068,1651,103.1875,0.0,5603.0,1287.0,5.0,117.0,24676.0,176539.0,167.0,0.0,0.02688657063063236,0.0061758016065721665,2.39930132345461e-05,0.0005614365096883788,0.11841031891513192,0.8471405126827068,0.0008013666420338397,0.0,819.0,365.0,3.0,71.0,1072.0,1651.0,147.0,0.0,51.1875,22.8125,0.1875,4.4375,67.0,103.1875,9.1875,0.0,6.841269841269841,3.526027397260274,1.6666666666666667,1.647887323943662,23.01865671641791,106.92852816474864,1.1360544217687074,1751.2100840336134
1955,12,FL,Florida,110943,6933.9375,150864.625,138958.484319,0.04596132128389939,RO,Residential-Owned,residential_owned,74004,4625.25,0.6670452394472838,0.030658280561132206,764.0,18772.0,2151.0,912.0,2302891.0,1140.0,10741.0,74004.0,2459.0,47.75,1173.25,134.4375,57.0,143930.6875,71.25,671.3125,4625.25,153.6875,0.006886419152177244,0.16920400566056443,0.019388334550174413,0.008220437521970742,0.010275546902463427,0.09681548182399971,0.6670452394472838,0.022164534941366287,0.00031650892314881635,0.007776839666687933,0.0008911134734202932,0.000377822170041519,0.9540386787161006,0.0004722777125518988,0.004449767465368373,0.030658280561132206,0.00101871131154835,1959,1806564,RO,Residential-Owned,residential_owned,1448272,0.8016721245413946,102114,6382.125,2204.0,248217.0,9374.0,2548.0,5239.0,86089.0,1448272.0,4621.0,0.0012199955274211154,0.1373972912113825,0.0051888557504743815,0.001410412252209166,0.0028999802940831323,0.04765344598918167,0.8016721245413946,0.0025578944338534365,1018.0,26776.0,3090.0,1185.0,1486.0,15575.0,102114.0,3168.0,63.625,1673.5,193.125,74.0625,92.875,973.4375,6382.125,198.0,2.165029469548134,9.270129967134748,3.0336569579288026,2.1502109704641352,3.52557200538358,5.527383627608347,14.182893628689504,1.4586489898989898,260.5394121305535
1955,13,GA,Georgia,138699,8668.6875,152571.75,149486.234922,0.05681712046954957,RO,Residential-Owned,residential_owned,104712,6544.5,0.7549585793697142,0.04289457255356906,845.0,22526.0,1840.0,161.0,2302449.0,412.0,3626.0,104712.0,4577.0,52.8125,1407.875,115.0,10.0625,143903.0625,25.75,226.625,6544.5,286.0625,0.006092329432800525,0.1624092459210232,0.013266137463139604,0.0011607870280247153,0.0029704612145725635,0.02614294263116533,0.7549585793697142,0.03299951693955976,0.00034614861532361005,0.009227625690863479,0.0007537437304088076,6.595257641077067e-05,0.9431828795304504,0.00016877305267849388,0.0014853667209034438,0.04289457255356906,0.0018749375293919091,1959,999918,RO,Residential-Owned,residential_owned,869866,0.8699373348614586,133654,8353.375,2120.0,85473.0,5944.0,388.0,958.0,22585.0,869866.0,12584.0,0.002120173854256049,0.08548000936076758,0.0059444874479707335,0.00038803181860912596,0.0009580785624421202,0.022586852121873995,0.8699373348614586,0.012585031972621756,1083.0,26720.0,2652.0,212.0,519.0,5508.0,133654.0,7070.0,67.6875,1670.0,165.75,13.25,32.4375,344.25,8353.375,441.875,1.9575253924284395,3.1988398203592814,2.2413273001508296,1.830188679245283,1.8458574181117533,4.10039941902687,6.508342436440361,1.77991513437058,115.34825773797937
1955,16,ID,Idaho,31676,1979.75,216441.875,214049.923496,0.009146797494708453,RO,Residential-Owned,residential_owned,22332,1395.75,0.7050132592499053,0.006448613513443275,524.0,7603.0,98.0,6.0,3431394.0,14.0,400.0,22332.0,699.0,32.75,475.1875,6.125,0.375,214462.125,0.875,25.0,1395.75,43.6875,0.016542492738982194,0.24002399292840004,0.0030938249779012502,0.00018941785578987247,0.0004419749968430357,0.012627857052658164,0.7050132592499053,0.022067180199520142,0.0001513108311411551,0.002195450857187409,2.829859055693359e-05,1.7325667687918522e-06,0.9908532025052915,4.042655793847655e-06,0.00011550445125279015,0.006448613513443275,0.0002018440285642508,1959,209705,RO,Residential-Owned,residential_owned,178989,0.8535275744498224,30643,1915.1875,795.0,26206.0,288.0,23.0,44.0,1517.0,178989.0,1843.0,0.0037910397939963283,0.12496602369995946,0.0013733578121647076,0.00010967788083259817,0.00020981855463627478,0.007233971531437019,0.8535275744498224,0.008788536277151236,557.0,8176.0,158.0,12.0,27.0,557.0,30643.0,1220.0,34.8125,511.0,9.875,0.75,1.6875,34.8125,1915.1875,76.25,1.4272890484739678,3.205234833659491,1.8227848101265822,1.9166666666666667,1.6296296296296295,2.723518850987433,5.841105635871162,1.5106557377049181,105.9249905291072
1955,17,IL,Illinois,87785,5486.5625,145911.25,143778.461053,0.03760205261760145,C,Commercial,commercial,51521,3220.0625,0.5868998120407815,0.022068637613617867,1097.0,51521.0,60.0,3.0,2246795.0,31.0,6989.0,26142.0,1942.0,68.5625,3220.0625,3.75,0.1875,140424.6875,1.9375,436.8125,1633.875,121.375,0.01249644016631543,0.5868998120407815,0.0006834880674374893,3.4174403371874465e-05,0.0003531355015093695,0.07961496838867688,0.2977957509825141,0.022122230449393404,0.00046989180066650104,0.022068637613617867,2.5700554275287202e-05,1.2850277137643602e-06,0.9623979473823986,1.3278619708898388e-05,0.0029936862304997046,0.011197731497742634,0.0008318412733767959,1959,2213583,RO,Residential-Owned,residential_owned,1137530,0.5138863101135128,82982,5186.375,1505.0,927241.0,147.0,5.0,53.0,143059.0,1137530.0,4043.0,0.0006798931867474587,0.4188869357959471,6.640817172882156e-05,2.258781351320461e-06,2.3943082323996887e-05,0.06462780026771077,0.5138863101135128,0.0018264506006777247,1116.0,63930.0,88.0,3.0,36.0,10083.0,82982.0,2706.0,69.75,3995.625,5.5,0.1875,2.25,630.1875,5186.375,169.125,1.3485663082437276,14.504004379790397,1.6704545454545454,1.6666666666666667,1.4722222222222223,14.18813845085788,13.7081535754742,1.4940872135994088,403.45535114199464
1955,18,IN,Indiana,200334,12520.875,93727.5,92788.998225,0.1335880611346723,RO,Residential-Owned,residential_owned,169028,10564.25,0.8437309692813002,0.11271238430556667,11066.0,10932.0,1391.0,1420.0,1299306.0,1984.0,4159.0,169028.0,354.0,691.625,683.25,86.9375,88.75,81206.625,124.0,259.9375,10564.25,22.125,0.05523775295256921,0.05456886998712151,0.00694340451446085,0.007088162768177145,0.009903461219762997,0.02076033024848503,0.8437309692813002,0.0017670490281230346,0.007379104318369742,0.007289749539889574,0.0009275559467605559,0.0009468939212077565,0.8664119388653276,0.0013229841828705556,0.0027733322664106053,0.11271238430556667,0.00023605665359686324,1959,2550013,RO,Residential-Owned,residential_owned,2357729,0.9245948942221078,187633,11727.0625,33971.0,79241.0,8293.0,5826.0,6287.0,58007.0,2357729.0,659.0,0.013321892868781453,0.031074743540523128,0.0032521402832063995,0.002284694234892136,0.0024654776269768036,0.02274772716844973,0.9245948942221078,0.0002584300550624644,11625.0,14063.0,2336.0,1809.0,2456.0,7316.0,187633.0,526.0,726.5625,878.9375,146.0,113.0625,153.5,457.25,11727.0625,32.875,2.922236559139785,5.634715210125862,3.550085616438356,3.2205638474295193,2.5598534201954397,7.928786221979224,12.565641438339737,1.252851711026616,203.6609262531572
1955,19,IA,Iowa,172229,10764.3125,145744.0625,144659.688848,0.0738576399981989,RO,Residential-Owned,residential_owned,133893,8368.3125,0.7774126308577534,0.05741786221994464,6683.0,23676.0,586.0,344.0,2159676.0,547.0,4071.0,133893.0,2429.0,417.6875,1479.75,36.625,21.5,134979.75,34.1875,254.4375,8368.3125,151.8125,0.03880298904365699,0.13746813835068428,0.003402446742418524,0.0019973407498156525,0.0031760040411312846,0.023637134280521863,0.7774126308577534,0.01410331593401808,0.0028658971956404744,0.010153072273527438,0.0002512966866145919,0.0001475188740536171,0.9261423600018011,0.0002345721631026993,0.00174578295427987,0.05741786221994464,0.0010416376310355697,1959,1642791,RO,Residential-Owned,residential_owned,1485227,0.9040876167449177,166377,10398.5625,18277.0,88465.0,1964.0,785.0,1235.0,40696.0,1485227.0,6142.0,0.011125578360241807,0.053850428934660584,0.0011955263938017678,0.000477845325424841,0.0007517693973244314,0.0247724756222794,0.9040876167449177,0.0037387592213495202,7575.0,26359.0,905.0,448.0,678.0,6269.0,166377.0,4517.0,473.4375,1647.4375,56.5625,28.0,42.375,391.8125,10398.5625,282.3125,2.412805280528053,3.356159186615577,2.1701657458563535,1.7522321428571428,1.8215339233038348,6.491625458605839,8.926876912073183,1.3597520478193492,152.61457710373978
1955,20,KS,Kansas,96058,6003.625,213090.0625,211753.777874,0.02817412003903279,RO,Residential-Owned,residential_owned,64000,4000.0,0.6662641320868642,0.01877140563511731,4266.0,22100.0,998.0,383.0,3313383.0,387.0,3458.0,64000.0,466.0,266.625,1381.25,62.375,23.9375,207086.4375,24.1875,216.125,4000.0,29.125,0.04441066855441504,0.23006933311124528,0.010389556309729538,0.003987174415457328,0.004028815923712757,0.035999083886818384,0.6662641320868642,0.00485123571175748,0.0012512315068657883,0.0064820010083764465,0.0002927166066226106,0.00011233513059765515,0.9718258799609673,0.00011350834344984999,0.0010142425107224323,0.01877140563511731,0.00013667929728069793,1959,1082784,RO,Residential-Owned,residential_owned,925214,0.8544769778644679,91234,5702.125,11665.0,113388.0,3050.0,930.0,998.0,26250.0,925214.0,1289.0,0.010773155126045453,0.10471894671513432,0.0028168129562313442,0.0008588970653426722,0.000921698141088158,0.024243062328220585,0.8544769778644679,0.0011904498034695746,4467.0,24628.0,1374.0,478.0,467.0,4672.0,91234.0,902.0,279.1875,1539.25,85.875,29.875,29.1875,292.0,5702.125,56.375,2.6113722856503245,4.6040279356829625,2.2197962154294033,1.9456066945606694,2.137044967880086,5.618578767123288,10.141109674025035,1.4290465631929046,180.3550354993858
1955,21,KY,Kentucky,68683,4292.6875,104650.75,102282.79608,0.041019175686748545,C,Commercial,commercial,32640,2040.0,0.47522676644875733,0.019493410224006996,3386.0,32640.0,1458.0,37.0,1605729.0,180.0,1209.0,29110.0,663.0,211.625,2040.0,91.125,2.3125,100358.0625,11.25,75.5625,1819.375,41.4375,0.0492989531616266,0.47522676644875733,0.021227960339530887,0.0005387068124572311,0.0026207358443865294,0.017602609088129523,0.4238312246116215,0.009653043693490383,0.0020222024209095493,0.019493410224006996,0.0008707534346385477,2.209730938383146e-05,0.9589808243132515,0.00010750042402945034,0.0007220445147311414,0.017385207463873887,0.00039595989517514206,1959,793797,RO,Residential-Owned,residential_owned,662664,0.8348028526184906,63887,3992.9375,7067.0,91686.0,7620.0,202.0,618.0,21415.0,662664.0,2525.0,0.008902779929881317,0.11550308202222986,0.009599431592711991,0.00025447312096165645,0.0007785365779916024,0.02697793012571224,0.8348028526184906,0.0031809140120207056,3525.0,35936.0,2076.0,60.0,212.0,2218.0,63887.0,1106.0,220.3125,2246.0,129.75,3.75,13.25,138.625,3992.9375,69.125,2.004822695035461,2.5513691006233303,3.6705202312138727,3.3666666666666667,2.9150943396226414,9.655094679891794,10.372438837322147,2.283001808318264,184.91842231702168
1955,22,LA,Louisiana,24642,1540.125,122007.4375,111913.975425,0.012623205859888664,RO,Residential-Owned,residential_owned,18550,1159.375,0.7527798068338609,0.00950249446883105,437.0,3850.0,139.0,0.0,1927477.0,99.0,710.0,18550.0,857.0,27.3125,240.625,8.6875,0.0,120467.3125,6.1875,44.375,1159.375,53.5625,0.0177339501663826,0.15623731839948057,0.005640775911046181,0.0,0.004017531044558071,0.02881259638016395,0.7527798068338609,0.03477802126450775,0.00022385930365925437,0.001972215833153614,7.120467553463698e-05,0.0,0.9873767941401114,5.0714121423950073e-05,0.0003637073354646925,0.00950249446883105,0.0004390101218214668,1959,217102,RO,Residential-Owned,residential_owned,176212,0.8116553509410324,23654,1478.375,704.0,13395.0,304.0,0.0,205.0,24416.0,176212.0,1866.0,0.003242715405661855,0.06169910917448941,0.00140026347062671,0.0,0.0009442566167055117,0.11246326611454524,0.8116553509410324,0.00859503827693895,465.0,4448.0,196.0,0.0,123.0,1697.0,23654.0,1367.0,29.0625,278.0,12.25,0.0,7.6875,106.0625,1478.375,85.4375,1.5139784946236559,3.0114658273381294,1.5510204081632653,0.0,1.6666666666666667,14.3877430760165,7.449564555677687,1.3650329188002925,140.96388280172064
1955,23,ME,Maine,31458,1966.125,84886.9375,79888.428972,0.023161690807846615,RO,Residential-Owned,residential_owned,20863,1303.9375,0.6632017292898468,0.015360873397040623,295.0,5923.0,762.0,14.0,1326733.0,80.0,2922.0,20863.0,599.0,18.4375,370.1875,47.625,0.875,82920.8125,5.0,182.625,1303.9375,37.4375,0.009377582808824465,0.18828278975141458,0.024222773221438107,0.0004450378282153983,0.0025430733040879903,0.09288575243181385,0.6632017292898468,0.019041261364358828,0.00021720067354297004,0.004360947760661055,0.0005610403838635362,1.030782857492061e-05,0.9768383091921534,5.8901877570974925e-05,0.002151391078279859,0.015360873397040623,0.00044102780831267475,1959,287097,RO,Residential-Owned,residential_owned,221969,0.7731498413428214,29454,1840.875,528.0,25157.0,2720.0,65.0,255.0,35380.0,221969.0,1023.0,0.0018390996771126134,0.08762543669909473,0.00947414985179225,0.00022640431631121188,0.0008882015486055236,0.12323361093985656,0.7731498413428214,0.0035632556244056886,323.0,7254.0,1136.0,21.0,114.0,4740.0,29454.0,867.0,20.1875,453.375,71.0,1.3125,7.125,296.25,1840.875,54.1875,1.6346749226006192,3.4680176454370004,2.3943661971830985,3.0952380952380953,2.236842105263158,7.4641350210970465,7.536124125755415,1.179930795847751,146.02174327674996
