year,state_fips,state_abbr,state_name,observed_majority_cell_count,observed_majority_area_km2,rasterized_state_area_km2,state_land_area_km2,observed_majority_share_state_area,majority_dominant_code,majority_dominant_label,majority_dominant_slug,majority_dominant_cell_count,majority_dominant_area_km2,majority_dominant_share_observed,majority_dominant_share_state_area,majority_cells_agriculture,majority_cells_commercial,majority_cells_governmental,majority_cells_industrial,majority_cells_no_classified_land_use_record,majority_cells_recreational,majority_cells_residential_income,majority_cells_residential_owned,majority_cells_vacant_land,majority_area_km2_agriculture,majority_area_km2_commercial,majority_area_km2_governmental,majority_area_km2_industrial,majority_area_km2_no_classified_land_use_record,majority_area_km2_recreational,majority_area_km2_residential_income,majority_area_km2_residential_owned,majority_area_km2_vacant_land,majority_share_observed_agriculture,majority_share_observed_commercial,majority_share_observed_governmental,majority_share_observed_industrial,majority_share_observed_recreational,majority_share_observed_residential_income,majority_share_observed_residential_owned,majority_share_observed_vacant_land,majority_share_state_area_agriculture,majority_share_state_area_commercial,majority_share_state_area_governmental,majority_share_state_area_industrial,majority_share_state_area_no_classified_land_use_record,majority_share_state_area_recreational,majority_share_state_area_residential_income,majority_share_state_area_residential_owned,majority_share_state_area_vacant_land
1940,17,IL,Illinois,65366,4085.375,145911.25,143778.461053,0.027999040512640388,C,Commercial,commercial,35963,2247.6875,0.5501789921365847,0.015404483890035896,832.0,35963.0,41.0,0.0,2269214.0,15.0,5580.0,21596.0,1339.0,52.0,2247.6875,2.5625,0.0,141825.875,0.9375,348.75,1349.75,83.6875,0.012728329712694672,0.5501789921365847,0.0006272374017073096,0.0,0.00022947709818560107,0.0853654805250436,0.3303858274944161,0.02048465563136799,0.0003563810192839826,0.015404483890035896,1.7562045421446256e-05,0.0,0.9720009594873597,6.4251385688218005e-06,0.00239015154760171,0.009250486168818375,0.0005735507029101595
1940,18,IN,Indiana,142089,8880.5625,93727.5,92788.998225,0.09474873969752741,RO,Residential-Owned,residential_owned,121584,7599.0,0.8556890399679075,0.08107545810994639,7475.0,6142.0,995.0,697.0,1357551.0,1324.0,3624.0,121584.0,248.0,467.1875,383.875,62.1875,43.5625,84846.9375,82.75,226.5,7599.0,15.5,0.05260787253059702,0.04322642850607718,0.0070026532666145865,0.004905376207869716,0.009318103442208757,0.025505141143930918,0.8556890399679075,0.0017453849347943895,0.00498452962044224,0.004095649622576085,0.0006634925715505055,0.00046477821343789176,0.9052512603024726,0.0008828785575204715,0.0024165799791950066,0.08107545810994639,0.00016537302285881946
1940,19,IA,Iowa,149214,9325.875,145744.0625,144659.688848,0.06398802695650123,RO,Residential-Owned,residential_owned,117527,7345.4375,0.7876405699197127,0.05039956602005656,5699.0,19641.0,411.0,156.0,2182691.0,334.0,3489.0,117527.0,1957.0,356.1875,1227.5625,25.6875,9.75,136418.1875,20.875,218.0625,7345.4375,122.3125,0.03819346710094227,0.13162973983674453,0.0027544332301258595,0.0010454783063251437,0.002238395860978192,0.023382524428002736,0.7876405699197127,0.01311539131716863,0.002443924602417337,0.008422727340950854,0.00017625074777917626,6.689809404757055e-05,0.9360119730434988,0.00014323053469159335,0.0014962016034100875,0.05039956602005656,0.0008392280131480485
1940,20,KS,Kansas,78349,4896.8125,213090.0625,211753.777874,0.02298001343915322,RO,Residential-Owned,residential_owned,53733,3358.3125,0.6858160282837049,0.015760061546746227,3434.0,17235.0,574.0,202.0,3331092.0,267.0,2518.0,53733.0,386.0,214.625,1077.1875,35.875,12.625,208193.25,16.6875,157.375,3358.3125,24.125,0.04382953196594724,0.21997728113951678,0.007326194335600965,0.0025782077627027784,0.003407829072483376,0.032138253200423746,0.6858160282837049,0.004926674239620161,0.0010072032336092631,0.005055080876894482,0.00016835604428995838,5.924724903583901e-05,0.9770199865608468,7.831195788400503e-05,0.0007385374904566467,0.015760061546746227,0.00011321504023680128
1940,21,KY,Kentucky,41920,2620.0,104650.75,102282.79608,0.0250356543073031,C,Commercial,commercial,19167,1197.9375,0.4572280534351145,0.011447003485402637,2303.0,19167.0,1344.0,13.0,1632492.0,114.0,860.0,17699.0,420.0,143.9375,1197.9375,84.0,0.8125,102030.75,7.125,53.75,1106.1875,26.25,0.05493797709923664,0.4572280534351145,0.03206106870229008,0.0003101145038167939,0.002719465648854962,0.02051526717557252,0.42220896946564884,0.010019083969465648,0.001375408202999023,0.011447003485402637,0.0008026698327532292,7.76391951323808e-06,0.9749643456926969,6.808360188531854e-05,0.000513613137029596,0.010570277804984676,0.0002508343227353841
1940,22,LA,Louisiana,13016,813.5,122007.4375,111913.975425,0.006667626307617517,RO,Residential-Owned,residential_owned,9528,595.5,0.7320221266133989,0.00488084998916562,226.0,2114.0,88.0,0.0,1939103.0,78.0,513.0,9528.0,469.0,14.125,132.125,5.5,0.0,121193.9375,4.875,32.0625,595.5,29.3125,0.01736324523663184,0.1624154886293792,0.006760909649661954,0.0,0.0059926244622003685,0.03941303011677935,0.7320221266133989,0.03603257529194837,0.00011577163072538098,0.0010829257847498027,4.507921904351118e-05,0.0,0.9933323736923825,3.9956580515839455e-05,0.0002627913564695595,0.00488084998916562,0.0002402517469478039
1940,23,ME,Maine,25138,1571.125,84886.9375,79888.428972,0.018508442479739595,RO,Residential-Owned,residential_owned,16590,1036.875,0.659957037154905,0.012214776861280925,225.0,4636.0,534.0,9.0,1333053.0,64.0,2644.0,16590.0,436.0,14.0625,289.75,33.375,0.5625,83315.8125,4.0,165.25,1036.875,27.25,0.008950592728140664,0.18442199061182274,0.021242740074787176,0.00035802370912562656,0.0025459463760044553,0.10517940965868407,0.659957037154905,0.017344259686530354,0.00016566153066836697,0.003413363805237997,0.00039317003278625763,6.626461226734679e-06,0.9814915575202604,4.712150205677994e-05,0.0019467070537207212,0.012214776861280925,0.0003210152327618133
1940,24,MD,Maryland,53482,3342.625,26643.9375,25151.895765,0.1254553685993296,RO,Residential-Owned,residential_owned,45969,2873.0625,0.8595228301110655,0.10783175347112266,536.0,4475.0,337.0,52.0,372821.0,211.0,1085.0,45969.0,817.0,33.5,279.6875,21.0625,3.25,23301.3125,13.1875,67.8125,2873.0625,51.0625,0.010022063497999327,0.0836730114804981,0.006301185445570472,0.0009722897423432182,0.003945252608354212,0.020287199431584458,0.8595228301110655,0.015276167682584794,0.001257321670267392,0.010497228497101826,0.0007905175426867744,0.00012197896801101564,0.8745446314006704,0.0004949531201985443,0.0025451380825375377,0.10783175347112266,0.001916477247403842
1940,25,MA,Massachusetts,79706,4981.625,21210.875,20204.396898,0.23486183384702422,RO,Residential-Owned,residential_owned,44635,2789.6875,0.5599954834015005,0.13152156617772723,1134.0,10909.0,3871.0,91.0,259668.0,344.0,15891.0,44635.0,2831.0,70.875,681.8125,241.9375,5.6875,16229.25,21.5,993.1875,2789.6875,176.9375,0.01422728527337967,0.13686548064135698,0.04856597997641332,0.001141695731814418,0.00431586078839736,0.19937018543146062,0.5599954834015005,0.03551802875567711,0.0033414463099707106,0.03214447777378349,0.01140629511983829,0.0002681407532692546,0.7651381661529758,0.0010136309793914678,0.04682444736485411,0.13152156617772723,0.008341829368189667
1940,26,MI,Michigan,88784,5549.0,150912.5625,146614.604273,0.03676963605995359,RO,Residential-Owned,residential_owned,41687,2605.4375,0.4695327987024689,0.017264550126501233,6085.0,38469.0,211.0,15.0,2325817.0,103.0,891.0,41687.0,1323.0,380.3125,2404.3125,13.1875,0.9375,145363.5625,6.4375,55.6875,2605.4375,82.6875,0.06853712380609119,0.4332875292845558,0.002376554334114255,0.0001689493602450892,0.0011601189403496125,0.010035591998558299,0.4695327987024689,0.014901333573616869,0.0025200850989459543,0.0159318247611096,8.73850379420865e-05,6.2122064887739215e-06,0.9632303639400465,4.2657151222914265e-05,0.0003690050654331709,0.017264550126501233,0.0005479166123098599
1940,27,MN,Minnesota,109025,6814.0625,218563.0625,206232.15757,0.031176642668062908,RO,Residential-Owned,residential_owned,82793,5174.5625,0.7593946342581976,0.023675375156312153,6162.0,14699.0,960.0,55.0,3387984.0,207.0,2955.0,82793.0,1194.0,385.125,918.6875,60.0,3.4375,211749.0,12.9375,184.6875,5174.5625,74.625,0.05651914698463655,0.13482228846594818,0.008805319880761293,0.000504471451501949,0.0018986470992891538,0.027103875257968355,0.7593946342581976,0.010951616601696858,0.001762077249443739,0.004203306311193366,0.0002745203115004851,1.5727726179715295e-05,0.9688233573319371,5.919344216729211e-05,0.0008450078338374308,0.023675375156312153,0.0003414346374287284
1940,28,MS,Mississippi,35241,2202.5625,123473.0,121532.487805,0.017838414066233103,RO,Residential-Owned,residential_owned,28501,1781.3125,0.8087454953037655,0.014426737019429349,685.0,4687.0,54.0,54.0,1940327.0,61.0,735.0,28501.0,464.0,42.8125,292.9375,3.375,3.375,121270.4375,3.8125,45.9375,1781.3125,29.0,0.01943758690162027,0.13299849606991856,0.0015323061207116711,0.0015323061207116711,0.0017309383956187396,0.02085638886524219,0.8087454953037655,0.013166482222411395,0.0003467357235994914,0.0023724822430814833,2.7333911057478154e-05,2.7333911057478154e-05,0.9821615859337669,3.087719582418828e-05,0.00037204490050456374,0.014426737019429349,0.00023486916167907154
1940,29,MO,Missouri,101101,6318.8125,180546.4375,178052.563675,0.03499826741250433,RO,Residential-Owned,residential_owned,70845,4427.8125,0.7007349086557008,0.02452450771840901,1942.0,23423.0,388.0,107.0,2787642.0,161.0,3065.0,70845.0,1170.0,121.375,1463.9375,24.25,6.6875,174227.625,10.0625,191.5625,4427.8125,73.125,0.01920851425801921,0.23167921187723167,0.0038377464120038377,0.0010583475930010583,0.0015924669390015925,0.030316218435030316,0.7007349086557008,0.011572585830011573,0.0006722647185990585,0.008108371011197603,0.00013431447518868933,3.704033207523134e-05,0.9650017325874957,5.573358377674996e-05,0.0010610151197250847,0.02452450771840901,0.0004050204535329034
1940,30,MT,Montana,32837,2052.3125,380841.625,376973.673895,0.005388887047207616,RO,Residential-Owned,residential_owned,27329,1708.0625,0.8322623869415599,0.004484967996867464,172.0,3915.0,131.0,50.0,6060629.0,70.0,847.0,27329.0,323.0,10.75,244.6875,8.1875,3.125,378789.3125,4.375,52.9375,1708.0625,20.1875,0.005237993726588909,0.11922526418369522,0.003989402198739227,0.0015226725949386362,0.002131741632914091,0.0257940737582605,0.8322623869415599,0.009836464963303591,2.822695654656972e-05,0.0006424914818594212,2.14984378348874e-05,8.205510624002825e-06,0.9946111129527924,1.1487714873603956e-05,0.00013900134997060787,0.004484967996867464,5.300759863105825e-05
1940,31,NE,Nebraska,62605,3912.8125,200337.625,198957.373531,0.019531091576033208,RO,Residential-Owned,residential_owned,40196,2512.25,0.6420573436626468,0.01254008077613978,6621.0,13859.0,446.0,40.0,3142797.0,162.0,786.0,40196.0,495.0,413.8125,866.1875,27.875,2.5,196424.8125,10.125,49.125,2512.25,30.9375,0.10575832601229934,0.22137209488060058,0.007124031626866863,0.0006389266033064452,0.0025876527433911028,0.012554907754971648,0.6420573436626468,0.007906716715917259,0.0020655755502741934,0.004323638657491322,0.00013914011409489355,1.2478933999542023e-05,0.9804689084239668,5.053968269814519e-05,0.00024521105309100073,0.01254008077613978,0.00015442680824433253
1940,32,NV,Nevada,3074,192.125,286372.5,284537.264244,0.0006708919327100193,RO,Residential-Owned,residential_owned,1602,100.125,0.5211450878334418,0.0003496320351989105,15.0,783.0,29.0,11.0,4578886.0,24.0,564.0,1602.0,46.0,0.9375,48.9375,1.8125,0.6875,286180.375,1.5,35.25,100.125,2.875,0.004879635653871178,0.25471698113207547,0.009433962264150943,0.0035783994795055302,0.007807417046193884,0.18347430058555628,0.5211450878334418,0.014964216005204945,3.273708194746353e-06,0.00017088756776575964,6.329169176509616e-06,2.400719342813992e-06,0.99932910806729,5.237933111594165e-06,0.0001230914281224629,0.0003496320351989105,1.003937179722215e-05
1940,33,NH,New Hampshire,28601,1787.5625,24037.625,23190.113978,0.07436518790853922,RO,Residential-Owned,residential_owned,21205,1325.3125,0.7414076430894024,0.05513491869517059,448.0,2443.0,784.0,27.0,356001.0,56.0,3024.0,21205.0,614.0,28.0,152.6875,49.0,1.6875,22250.0625,3.5,189.0,1325.3125,38.375,0.015663787979441277,0.08541659382539073,0.027411628964022237,0.0009440229362609699,0.0019579734974301596,0.10573056886122863,0.7414076430894024,0.021467780846823537,0.0011648405364506685,0.006352021050332552,0.0020384709387886698,7.020244304501797e-05,0.9256348120914608,0.00014560506705633356,0.007862673621042012,0.05513491869517059,0.0015964555566533715
1940,34,NJ,New Jersey,62545,3909.0625,20114.875,19048.737655,0.19433690241674384,RO,Residential-Owned,residential_owned,48135,3008.4375,0.7696058837636901,0.14956282353233613,579.0,8011.0,2232.0,0.0,259293.0,5.0,2789.0,48135.0,794.0,36.1875,500.6875,139.5,0.0,16205.8125,0.3125,174.3125,3008.4375,49.625,0.009257334719002318,0.12808377967863138,0.035686305859780956,0.0,7.994244144216165e-05,0.04459189383643777,0.7696058837636901,0.01269485970101527,0.0017990417539258882,0.024891404992573904,0.006935166139486326,0.0,0.8056630975832562,1.5535766441501624e-05,0.008665850521069607,0.14956282353233613,0.002467079710910458
1940,35,NM,New Mexico,8327,520.4375,314919.6875,314198.560935,0.0016526038880944843,RO,Residential-Owned,residential_owned,5432,339.5,0.6523357751891438,0.0010780526384207084,81.0,1387.0,27.0,1.0,5030388.0,11.0,1096.0,5432.0,292.0,5.0625,86.6875,1.6875,0.0625,314399.25,0.6875,68.5,339.5,18.25,0.009727392818542091,0.16656659060886272,0.003242464272847364,0.00012009126936471719,0.001321003963011889,0.13162003122373003,0.6523357751891438,0.03506665065449742,1.6075527192945028e-05,0.0002752685952668488,5.358509064315009e-06,1.9846329867833367e-07,0.9983473961119055,2.18309628546167e-06,0.0002175157753514537,0.0010780526384207084,5.795128321407343e-05
1940,36,NY,New York,233788,14611.75,126944.1875,122049.520861,0.11510373407210944,RO,Residential-Owned,residential_owned,117909,7369.3125,0.5043415401988126,0.05805159452456222,5315.0,72141.0,2367.0,854.0,1797319.0,1711.0,29584.0,117909.0,3907.0,332.1875,4508.8125,147.9375,53.375,112332.4375,106.9375,1849.0,7369.3125,244.1875,0.02273427207555563,0.3085744349581672,0.010124557291221106,0.0036528820983112906,0.007318596335141239,0.12654199531199206,0.5043415401988126,0.016711721730798844,0.002616799607307739,0.03551806970287631,0.001165374350046551,0.00042046036964079193,0.8848962659278905,0.000842397766341212,0.014565456177345655,0.05805159452456222,0.0019235815739889626
1940,37,NC,North Carolina,146409,9150.5625,128541.5625,125933.025759,0.07118757794779412,RO,Residential-Owned,residential_owned,122613,7663.3125,0.8374690080527837,0.05961739028961936,3157.0,11868.0,959.0,108.0,1910256.0,343.0,4540.0,122613.0,2821.0,197.3125,741.75,59.9375,6.75,119391.0,21.4375,283.75,7663.3125,176.3125,0.021562882063261138,0.08106059053746696,0.006550143775314359,0.000737659570108395,0.0023427521532146246,0.03100902266937142,0.8374690080527837,0.019267941178479464,0.001535009347657494,0.005770507107380152,0.0004662888705744494,5.251219814602767e-05,0.9288124220522058,0.0001667748515193286,0.002207457218360793,0.05961739028961936,0.001371638064536519
1940,38,ND,North Dakota,3934,245.875,183109.375,178698.456949,0.0013427766874306681,RO,Residential-Owned,residential_owned,3002,187.625,0.7630910015251652,0.0010246608072361123,26.0,508.0,34.0,6.0,2925816.0,6.0,161.0,3002.0,191.0,1.625,31.75,2.125,0.375,182863.5,0.375,10.0625,187.625,11.9375,0.0066090493136756485,0.12913065582104727,0.00864260294865277,0.001525165226232842,0.001525165226232842,0.04092526690391459,0.7630910015251652,0.0485510930350788,8.874477344483317e-06,0.0001733936342691356,1.1605085758170493e-05,2.047956310265381e-06,0.9986572233125693,2.047956310265381e-06,5.495349432545439e-05,0.0010246608072361123,6.51932758767813e-05
1940,39,OH,Ohio,210532,13158.25,106857.1875,105823.700104,0.12313865176359802,RO,Residential-Owned,residential_owned,128652,8040.75,0.6110805008264777,0.0752476289907967,18533.0,41005.0,3912.0,269.0,1499183.0,612.0,11028.0,128652.0,6521.0,1158.3125,2562.8125,244.5,16.8125,93698.9375,38.25,689.25,8040.75,407.5625,0.08802937320692342,0.19476849125073623,0.01858149829954591,0.0012777155016814546,0.002906921513119146,0.05238158569718618,0.6110805008264777,0.030973913704329982,0.010839818332295149,0.0239835294186458,0.0022881006483536728,0.0001573361642145036,0.8768613482364019,0.00035795439590808996,0.006450197839990876,0.0752476289907967,0.0038140859733932263
1940,40,OK,Oklahoma,33029,2064.3125,181039.4375,177664.190465,0.011402556970494344,C,Commercial,commercial,23261,1453.8125,0.70425989282146,0.008030363549930936,227.0,23261.0,83.0,52.0,2863602.0,108.0,1176.0,7806.0,316.0,14.1875,1453.8125,5.1875,3.25,178975.125,6.75,73.5,487.875,19.75,0.006872748190983681,0.70425989282146,0.0025129431711526234,0.001574374034938993,0.0032698537648732933,0.035605074328620305,0.23633776378334193,0.009567349904629265,7.836690279155336e-05,0.008030363549930936,2.8653977672682505e-05,1.795188962625892e-05,0.9885974430295057,3.728469383915314e-05,0.00040598888847077864,0.002694854815818791,0.00010909225234418882
1940,41,OR,Oregon,47416,2963.5,251335.6875,248628.426864,0.011791003615433641,RO,Residential-Owned,residential_owned,35935,2245.9375,0.7578665429390923,0.008936007147811032,3483.0,4234.0,378.0,33.0,3973955.0,262.0,1807.0,35935.0,1284.0,217.6875,264.625,23.625,2.0625,248372.1875,16.375,112.9375,2245.9375,80.25,0.07345621731061246,0.08929475282605027,0.007971992576345538,0.0006959676058714358,0.005525560992070187,0.038109498903323775,0.7578665429390923,0.027079466846634048,0.0008661225238855107,0.0010528747534112122,9.399779328990039e-05,8.206156557054795e-06,0.9882089963845664,6.515190963479868e-05,0.00044934923935145503,0.008936007147811032,0.0003192940914926775
1940,42,PA,Pennsylvania,187779,11736.1875,117341.1875,115881.934065,0.1000176302118981,RO,Residential-Owned,residential_owned,121269,7579.3125,0.6458070391257809,0.06459208962752316,10039.0,34761.0,2175.0,499.0,1689680.0,1131.0,15032.0,121269.0,2873.0,627.4375,2172.5625,135.9375,31.1875,105605.0,70.6875,939.5,7579.3125,179.5625,0.053461782201417625,0.18511654657869092,0.011582764845909288,0.002657379153153441,0.006023037719872829,0.08005154996032571,0.6458070391257809,0.01529990041484937,0.005347120762690423,0.01851491830181112,0.001158480691189528,0.0002657847654729078,0.8999823697881019,0.0006024099594185545,0.008006566321821142,0.06459208962752316,0.0015302597819712707
1940,44,RI,Rhode Island,10805,675.3125,2842.3125,2677.759219,0.23759262924115487,RO,Residential-Owned,residential_owned,3926,245.375,0.36335030078667285,0.08632935329947006,331.0,3649.0,380.0,0.0,34672.0,0.0,2021.0,3926.0,498.0,20.6875,228.0625,23.75,0.0,2167.0,0.0,126.3125,245.375,31.125,0.03063396575659417,0.33771402128644146,0.035168903285515966,0.0,0.0,0.187043035631652,0.36335030078667285,0.04608977325312355,0.0072784044681927125,0.08023836224904897,0.008355872199133628,0.0,0.7624073707588451,0.0,0.044440046616971214,0.08632935329947006,0.010950590408338281
